NO,SMILES,y_true,temp,elem,mol,SMILES_Kmeans,Bemis_Murcko
224,*n1c(=O)c2ccc3c(=O)n(Oc4ccc(Oc5cccc(Oc6ccc(*)cc6)c5)cc4)c(=O)c3c2c1=O,272.0,-0.5327165,-0.52224135,-0.49651915,-0.42148003,-0.547156
794,*N1C(=O)C2C(C1=O)C1C(=O)N(c3ccc(C(=O)Nc4ccc(-c5ccc(NC(=O)c6ccc(N7C(=O)c8ccc(C(c9ccc%10c(c9)C(=O)N(*)C%10=O)(C(F)(F)F)C(F)(F)F)cc8C7=O)cc6)cc5C(F)(F)F)c(C(F)(F)F)c4)cc3)C(=O)C21,396.0,1.470722,1.5330108,1.380965,1.5066316,1.5066262
156,*N1C(=O)c2cccc(-c3ccc4c(c3)C(=O)N(c3cccc(Oc5cccc(*)c5)c3)C4=O)c2C1=O,245.0,-1.2171075,-1.1719068,-1.461514,-0.896469,-0.88186496
737,*N1C(=O)c2ccc(C(C)(C)c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(c8ccc(C(=O)Nc%10ccc(-c%11ccc(NC(=O)c%12ccc(*)cc%12)cc%11)cc%10)cc8)C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5C)c(C)c3)C4=O)cc2C1=O,385.0,1.2813878,1.1720117,1.1012805,0.90899706,1.1998076
263,*c1ccc(C(=O)c2ccccc2N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,289.0,-0.2551016,-0.26867557,-0.25362146,-0.15610915,-0.22452237
608,*N1C(=O)c2ccc(C(O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(Oc6ccc(Oc7ccc(*)cn7)cc6)cc5)nc3)C4=O)cc2C1=O,237.0,-1.1149766,-1.169011,-1.0805712,-1.0081877,-0.89343804
229,*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,327.0,0.23070921,0.45902097,0.005700486,0.24739152,0.273718
294,*c1ccc(C(=O)c2cccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)cc1,288.0,-0.4107858,-0.435753,-0.43978304,-0.33723807,-0.3071065
618,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5c(-c6ccc(C(F)(F)F)cc6)cc(S(=O)(=O)c6cc(-c7ccc(C(F)(F)F)cc7)c(Oc7ccc(*)cc7)c(-c7ccc(C(F)(F)F)cc7)c6)cc5-c5ccc(C(F)(F)F)cc5)cc3)C4=O)cc2C1=O,259.0,-0.68329966,-0.66015,-0.6918753,-0.6329253,-0.6277128
598,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(Oc5c(C(F)(F)F)cc(*)cc5C(F)(F)F)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,317.0,0.10383929,-0.012370889,0.13301472,0.30990162,0.19200762
505,*c1ccc(Oc2cc(C#N)c(C#N)cc2Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,325.0,0.23004459,0.17210168,0.44265306,0.6960641,0.36560157
233,*N1C(=O)c2ccc(Sc3ccc(S(=O)(=O)c4ccc(Sc5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(*)cc7)cc5)C6=O)cc4)cc3)cc2C1=O,261.0,-0.77299994,-0.9107644,-0.80849487,-0.87290573,-0.6838232
548,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(C6(c7ccc(Oc8ccc(*)cc8)cc7)c7ccccc7-c7ccccc76)cc5)cc3)C4=O)cc2C1=O,263.0,-0.5989851,-0.6420275,-0.6024818,-0.54772604,-0.4542152
155,*c1cccc(Oc2cccc(N3C(=O)c4cccc(-c5cccc6c5C(=O)N(*)C6=O)c4C3=O)c2)c1,246.0,-1.1142278,-1.1309563,-1.1946974,-0.9307666,-0.9997503
31,*N1C(=O)c2c(F)c(F)c(Oc3c(F)c(F)c(Oc4c(F)c(F)c5c(c4F)C(=O)N(c4ccc(-c6ccc(*)cc6C(F)(F)F)c(C(F)(F)F)c4)C5=O)c(F)c3F)c(F)c2C1=O,312.0,0.1135352,0.011235823,0.05436349,0.04853929,0.11085947
49,*c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(O)N(*)C4O)cc2OC(F)(F)C(F)F)c(OC(F)(F)C(F)F)c1,363.0,0.8928997,0.16432115,0.7571425,0.6063274,1.0328442
295,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3cccc(C(=O)c5cccc(*)c5)c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,260.0,-0.63075733,-0.70360804,-0.712298,-0.647269,-0.6159427
262,*c1ccccc1C(=O)c1cccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,295.0,-0.18274768,-0.24328962,-0.24959922,-0.114499524,-0.17546609
381,*c1cc(N2C(=O)c3ccc([Si](C)(C)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc(C(F)(F)F)c1,263.0,-0.6985358,-0.67934126,-0.69293624,-0.65739155,-0.5998461
417,*c1cc(Oc2c(C)cc(-c3cc(C)c(Oc4cc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc(C(F)(F)F)c4)c(C)c3)cc2C)cc(C(F)(F)F)c1,245.0,-0.9354437,-1.0621271,-1.0479925,-0.9274412,-0.90848875
379,*N1C(=O)c2ccc(C(=O)c3cccc(C(=O)c4ccc5c(c4)C(=O)N(c4cc(*)cc(C(F)(F)F)c4)C5=O)c3)cc2C1=O,253.0,-0.9152119,-0.8662229,-0.7524049,-0.7251426,-0.32518557
154,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(*)cc5)cc3)C4=O)cc2C1=O,285.0,-0.29506394,-0.33320153,-0.41264474,-0.28076905,-0.22694893
506,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(S(=O)(=O)c5cccc(*)c5)c3)C4=O)cc2C1=O,290.0,-0.4269714,-0.47231585,-0.33653182,-0.2915747,-0.35731217
545,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(*)cc5)cc3)C4=O)cc2C1=O,257.32,-0.23215763,-0.6243481,-0.78775007,-0.5650009,-0.5120557
533,*N1C(=O)c2ccc(OC3COC4C(Oc5ccc6c(c5)C(=O)N(c5ccc(OC7COC8C(Oc9ccc(*)cc9C(F)(F)F)COC78)c(C(F)(F)F)c5)C6=O)COC34)cc2C1=O,233.0,-1.3373171,-1.2786642,-1.0981503,-1.1363997,-1.0277548
590,*c1c(C(C)C)cc(C(c2cc(C(C)C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C(C)C)c2)c2cccc3ccccc23)cc1C(C)C,339.0,0.52175134,0.47811377,0.3364321,0.40453136,0.31968966
779,*c1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(N4C(=O)c5ccc(C(C6C=C7C(=O)N(*)C(=O)C7=CC6)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc2)cc1,331.0,0.36150995,0.28180176,0.12194326,0.34705684,0.46628124
648,*N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(C(c6ccccc6)(c6ccc(Oc7ccc(*)cc7)cc6)C(F)(F)F)cc5)cc3)C4=O)cc2C1=O,352.0,0.81018126,0.7676069,0.5256685,0.8417248,1.0339758
614,*N1C(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc6c(c5)C(=O)N(c5cc(*)c(C(C)C)cc5C(C)C)C6=O)cc4)cc3)cc2C1=O,261.0,-0.673424,-0.7523074,-0.6623588,-0.57831126,-0.6033689
266,*c1ccc(C(c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,239.0,-1.1012115,-0.98883456,-0.8685024,-0.96228385,-0.96648735
