NO,SMILES,y_true,temp,elem,mol,SMILES_Kmeans,Bemis_Murcko
6,*N1C(=O)C2C=CC=C(c3ccc4c(c3)C(=O)N(c3ccc(*)cc3)C4=O)C2C1=O,410.0,1.7202055,1.7111381,1.6143556,1.646791,1.7532161
254,*c1ccccc1Cc1ccccc1N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,285.0,-0.43833557,-0.399912,-0.32518783,-0.26932776,-0.21466298
61,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(C35CC6CC(CC(*)(C6)C3)C5)C4=O)cc2C1=O,303.0,-0.061906636,-0.13000228,-0.20943372,-0.017676696,-0.049410474
640,*C1CC(=O)N(c2c(C)cc(Cc3cc(C)c(N4C(=O)CC(c5c(OC)cc(Oc6cc(OC)c(*)c(OC)c6)cc5OC)C4=O)c(CC)c3)cc2CC)C1=O,227.0,-1.4191647,-1.292396,-1.4756305,-1.2176433,-1.1625229
544,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(-c5nc6cc(*)ccc6o5)cc3)C4=O)cc2C1=O,317.0756064,0.17572732,0.26170397,0.27905238,0.21680602,0.32765257
739,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(C(c6cccc(Oc7ccc(*)cc7)c6)(C(F)(F)F)C(F)(F)F)c5)cc3)C4=O)(c3c(F)c(F)c(F)c(F)c3F)C(F)(F)F)cc2C1=O,270.0,-0.55383444,-0.61186475,-0.5931244,-0.397834,-0.55871886
601,*c1ccc(Oc2cc(C(C)(C)C)c(Oc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2C(C)(C)C)cc1,298.0,-0.16656213,-0.16495356,-0.17178553,-0.09735015,0.01388149
21,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3c(F)c(F)c(-c5ccc(*)cc5)c(F)c3F)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,385.0,1.3381925,1.1689949,1.1915407,1.2127377,1.0425423
301,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3cccc(Oc5cccc(S(=O)(=O)c6cccc(Oc7cccc(*)c7)c6)c5)c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,244.0,-1.3215256,-1.0666741,-1.0977483,-1.0022286,-0.98065645
772,*c1ccc(C(=O)NC2=CC3C(=O)c4cc(NC(=O)c5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7C6=O)cc5)ccc4OC3C=C2)cc1,331.0,0.45388994,0.47838345,0.5705426,0.54133385,0.38471454
597,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5c(C(F)(F)F)cc(*)cc5C(F)(F)F)cc3)C4=O)cc2C1=O,302.0,-0.053239845,-0.15869364,-0.12809035,-0.044404,0.08042222
4,*n1c(=O)c2cc3c(=O)n(-c4ccc(Oc5ccc(Oc6ccc(*)cc6)cc5)cc4)c(=O)c3cc2c1=O,272.0,-0.5107317,-0.22159734,-0.27553734,-0.40906858,-0.32211497
316,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3cccc(S(=O)(=O)c5cccc(*)c5)c3)C4=O)cc2C1=O,260.0,-0.76114607,-0.7024371,-0.7608046,-0.72182477,-0.6822204
85,*N1C(=O)c2cccc3c(-c4ccc5c6c(cccc46)C(=O)N(c4ccc(C6(c7ccc(*)cc7)c7ccccc7-c7ccccc76)cc4)C5=O)ccc(c23)C1=O,450.0,2.5012681,1.9679643,2.1157541,2.550809,2.2716794
248,*c1cccc(Oc2cccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)c1,221.0,-1.0808309,-1.3433403,-1.243556,-1.1757507,-1.2766927
558,*N1C(=O)c2cccc(-c3cccc4c3C(=O)N(c3ccc(Oc5ccc(-c6ccc(Oc7ccc(*)cc7C(F)(F)F)cc6)cc5)c(C(F)(F)F)c3)C4=O)c2C1=O,282.403778,-0.34011734,-0.48719168,-0.37302065,-0.3855893,-0.3400995
553,*N1C(=O)C2CC3C(=O)N(c4ccc5c(c4)nc(-c4ccc(*)cc4C)n5-c4ccccc4)C(=O)C3CC2C1=O,376.0177148,1.1049235,1.1313564,1.0389686,1.107025,1.0828098
41,*N1C(O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(P(=O)(c6ccccc6)c6ccc(Oc7ccc(*)cc7)cc6)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1O,220.0,-1.4556513,-1.412233,-1.4628904,-1.3723301,-0.4856996
317,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(C(c5ccc(*)cc5)(C(F)(F)F)C(F)(F)F)cc3)C4=O)cc2C1=O,267.0,-0.65987957,-0.65427774,-0.53016436,-0.5077276,-0.60311383
802,*c1ccc(OC(=O)c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,324.0,0.18877675,0.22693042,1.4570851,0.24279317,0.43929327
36,*N1C(O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(P(=O)(c5ccccc5)c5ccc(*)cc5)cc3)C4=O)cc2C1O,371.0,1.209819,0.88462454,0.6505551,1.0557327,1.1071701
8,*c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,333.0,0.32706544,0.37167156,0.5289361,0.2555518,0.40911198
761,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(*)cc3F)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,370.0,1.1115599,0.9670338,0.910024,1.0755632,0.9977531
246,*c1ccc(Oc2ccccc2N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,287.0,-0.38931093,-0.28636658,-0.37023026,-0.24316005,-0.18840183
474,*N1C(=O)C2CC3C(=O)N(c4ccc(Oc5ccc(*)cc5)cc4)C(=O)C3CC2C1=O,334.3,0.4360723,0.3893387,0.23155841,0.42074007,0.37204617
776,*c1cccc(C(=O)NC2=CC3C(=O)c4cc(NC(=O)c5cccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7C6=O)c5)ccc4OC3C=C2)c1,310.0,0.09207873,0.0728071,0.13958663,0.098066166,0.058541004
256,*N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3cccc(NC(=O)c5ccc(*)cc5)c3)C4=O)cc2C1=O,306.0,-0.055899926,-0.080966264,0.03382206,0.22747214,-0.052270208
252,*c1ccc(Cc2ccccc2N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,290.0,-0.21331815,-0.2537757,-0.3053816,-0.1717319,-0.18151207
320,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(*)cc6)c5)cc3)C4=O)cc2C1=O,210.0,-1.5712798,-1.5572313,-1.3040514,-1.3308942,-1.3897278
728,*N1C(=O)c2ccc(C(=O)OC[C@H]3CC[C@@](C)(COC(=O)c4ccc5c(c4)C(=O)N(c4ccc(O[C@H]6CC[C@@](C)(COc7ccc(*)cc7C(F)(F)F)C6(C)C)c(C(F)(F)F)c4)C5=O)C3(C)C)cc2C1=O,197.0,-2.267466,-2.2989392,-1.9655597,-2.158462,-0.41954017
581,*N1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(*)cc5)cc3)C4=O)cc2C1=O,335.0,0.4306233,0.26481122,0.49491686,-0.02753596,0.34032348
626,*N1C(=O)C2C(C1=O)C1C(=O)N(c3ccc(Oc4ccc(-c5nc(-c6ccc(C)cc6)[nH]c5-c5ccc(Oc6ccc(*)cc6C(F)(F)F)cc5)cc4)c(C(F)(F)F)c3)C(=O)C21,280.6701865,-0.37489066,-0.33528405,-0.356488,-0.39320505,-0.2889445
624,*n1c(=O)c2cc3c(=O)n(-c4ccc(Oc5ccc(-c6nc(-c7ccccc7)[nH]c6-c6ccc(Oc7ccc(*)cc7C(F)(F)F)cc6)cc5)c(C(F)(F)F)c4)c(=O)c3cc2c1=O,297.1393051,-0.124597035,-0.1838385,-0.18049064,-0.107366025,-0.105213135
616,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5c(-c6ccc(C(F)(F)F)cc6)cc(S(=O)(=O)c6cc(-c7ccc(C(F)(F)F)cc7)c(Oc7ccc(*)cc7)c(-c7ccc(C(F)(F)F)cc7)c6)cc5-c5ccc(C(F)(F)F)cc5)cc3)C4=O)cc2C1=O,281.0,-0.4409977,-0.46962035,-0.39776918,-0.37543368,-0.36681733
377,*N1C(=O)c2ccc(Cc3ccc4c(c3)C(=O)N(c3cc(*)cc(C(F)(F)F)c3)C4=O)cc2C1=O,274.0,-0.4675102,-0.49467266,-0.19079113,-0.43382987,-0.4212321
496,*c1cccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)c1,360.0,0.612661,0.82029784,0.89777195,0.7815349,0.82904094
753,*c1ccc2oc([C@H]3CC[C@@H](c4nc5ccc(N6C(=O)C7C8C(=O)N(*)C(=O)C8C7C6=O)cc5o4)CC3)nc2c1,400.0,1.4705114,1.2620562,1.3595669,1.303738,1.6066849
292,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(C(=O)c5ccc(*)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,311.0,0.052260242,0.026102472,0.14521189,0.055139784,0.002095271
740,*c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(c4c(F)c(F)c(F)c(F)c4F)C(F)(F)F)cc3C2=O)cc1,323.0,0.2181937,0.26915842,0.18057464,0.19870953,0.30461165
499,*c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)c1,217.0,-1.4207984,-1.0393585,-1.3632877,-1.2291031,-1.2826487
757,*c1ccc(-c2nc3cc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(*)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)ccc3[nH]2)c(C)c1,371.0,0.93975145,0.98113245,0.956021,0.9520018,0.9225413
459,*c1ccc2c(c1)C1(OC2=O)OC(=O)c2ccc(N3C(=O)c4ccc(C(O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc21,325.0,0.21344198,-0.5722582,0.18666223,0.31855643,0.3013023
247,*c1ccc(Oc2cccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)cc1,252.0,-1.0827855,-1.102316,-1.1302679,-0.9031683,-1.0199729
434,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(OCCCCCCOc5ccc(*)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,167.0,-2.304208,-2.2791452,-2.1567078,-0.82739484,-2.114841
297,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3cccc(C(c5cccc(*)c5)(C(F)(F)F)C(F)(F)F)c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,318.5,0.19349493,0.14169899,0.060780704,0.20552021,0.21152337
607,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(Oc6ccc(Oc7ccc(*)cn7)cc6)cc5)nc3)C4=O)cc2C1=O,223.0,-1.1310766,-1.3211584,-1.2581084,-1.2160722,-1.1038367
313,*N1C(=O)c2cccc(-c3cccc4c3C(=O)N(c3ccc(Oc5ccc(*)cc5)cc3)C4=O)c2C1=O,330.0,0.4317193,0.26182702,0.18216994,0.26600564,0.25550327
418,*c1cc(Oc2c(C)cc(-c3cc(C)c(Oc4cc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc(C(F)(F)F)c4)c(C)c3)cc2C)cc(C(F)(F)F)c1,217.0,-1.4725282,-1.3536743,-1.3949602,-1.23531,-1.097689
507,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5cnc(-c6ncc(Oc7ccc(*)cc7)cn6)nc5)cc3)C4=O)cc2C1=O,291.0,-0.30048746,-0.24641405,-0.22133963,-0.14216858,-0.21405132
194,*N1C(=O)c2cccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(*)cc5)cc3)C4=O)c2C1=O,278.0,-0.42732134,-0.49468902,-0.4742603,-0.3827197,-0.39604074
587,*c1c(C(C)C)cc(C(c2cc(C(C)C)c(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C(C)C)c2)c2cccc3ccccc23)cc1C(C)C,296.0,-0.10684351,-0.06783329,-0.06443911,-0.06823994,-0.05720872
355,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(*)c(C(F)(F)F)c5)cc3C(F)(F)F)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,367.0,1.0619944,0.92946213,1.003875,1.0389712,0.9532561
453,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc6c(c5)C(C)(C)CC5(Cc7ccc(Oc8ccc(*)cc8)cc7C(C)(C)C5)C6)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,240.0,-1.0558589,-1.0648173,-1.0110707,-1.0333344,-0.94960153
407,*c1ccc(Oc2ccc(N3C(=O)c4ccc([Si](C)(C)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,274.0,-0.55369794,-0.6271196,-0.5347509,-0.45362368,-0.47880834
161,*N1C(=O)c2cccc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(Oc6ccc(*)cc6)cc5)cc3)C4=O)c2C1=O,283.0,-0.32349706,-0.42499495,-0.43520972,-0.30388224,-0.3396985
576,*N1C(=O)c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(*)cc8)cc6)C7=O)cc5)c5ccccc5-c5ccccc54)cc3)cc2C1=O,281.0,-0.5989851,-0.6420275,-0.6024818,-0.54772604,-0.45421523
530,*N1C(=O)c2ccc(OC3COC4C(Oc5ccc6c(c5)C(=O)N(c5ccc(C(c7ccc(*)cc7)(C(F)(F)F)C(F)(F)F)cc5)C6=O)COC34)cc2C1=O,277.0,-0.99846673,-0.8487718,-0.4259595,-0.39489245,-0.4932968
436,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(OCCOOc5ccc(*)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,254.0,-0.9742954,-1.1029345,-1.0679507,-1.500575,-0.7143093
257,*N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3ccc(NC(=O)c5cccc(*)c5)cc3)C4=O)cc2C1=O,309.0,0.044598136,0.032729406,0.044992734,0.0701107,0.051243976
550,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc5c(c3)nc(-c3ccc(*)cc3C)n5-c3ccccc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,340.4790906,0.6160619,0.5775343,0.48722792,0.48532248,0.5281195
534,*N1C(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(-c7ccc(*)cc7C(F)(F)F)c(C(F)(F)F)c5)C6=O)cc4)cc3)cc2C1=O,219.0,-1.3809733,-1.248608,-1.2621722,-1.2397557,-1.207733
602,*c1ccc(Oc2cc(C(=O)OCCCCCCCCCCCC)c(Oc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2C(=O)OCCCCCCCCCCCC)cc1,132.0,-2.977982,-2.770777,-2.9782338,-2.6630917,-2.8671262
752,*c1ccc2oc([C@H]3CC[C@H](c4nc5ccc(N6C(=O)C7C8C(=O)N(*)C(=O)C8C7C6=O)cc5o4)CC3)nc2c1,404.0,1.672905,1.6289793,1.5855162,1.4838911,1.7103262
806,*c1ccc(OC(=O)c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc(OC(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4C3=O)cc2)cc1,485.0,2.9571137,2.7504601,2.7686744,2.690903,2.9679022
649,*N1C(=O)c2ccc(C(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)(c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(Oc6ccc(*)cc6C(F)(F)F)cc5)c(C(F)(F)F)c3)C4=O)C(F)(F)F)cc2C1=O,349.0,0.71872526,0.65573156,0.42307773,0.80785346,0.6669015
539,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc5oc(-c6ccc(*)cc6)nc5c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,363.0,0.92769444,0.9658118,0.8897268,0.96880186,0.7600846
627,*n1c(=O)c2cc3c(=O)n(-c4ccc(Oc5ccc(-c6nc(-c7ccc(C)cc7)[nH]c6-c6ccc(Oc7ccc(*)cc7C(F)(F)F)cc6)cc5)c(C(F)(F)F)c4)c(=O)c3cc2c1=O,288.4713479,-0.24353866,-0.30009702,-0.24896413,-0.20479353,-0.2372681
504,*N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3cccc(S(=O)(=O)c5cccc(*)c5)c3)C4=O)cc2C1=O,277.0,-0.6055644,-0.490589,-0.45370978,-0.4602412,-0.4765978
48,*N1C(O)c2cc3c(cc2C1O)C(C(F)(F)F)(C(F)(F)F)c1cc2c(cc1O3)C(=O)N(c1ccc(-c3ccc(*)cc3OC(F)(F)F)c(OC(F)(F)F)c1)C2=O,375.0,1.0996503,1.0081273,0.9879959,1.0644445,1.139423
286,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(*)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,288.0,-0.39586094,-0.33188087,-0.3841555,-0.24822508,-0.3278033
604,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(*)cc3Cl)C4=O)cc2C1=O,285.0,-0.36716202,-0.41970754,-0.36205384,-0.25655338,-0.3005755
735,*c1ccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1,387.0,1.2998188,1.1373395,0.7203076,1.1802864,1.1944307
519,*c1ccc2nc(-c3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c(C)nc2c1,377.0,1.1201311,0.7764496,1.007843,1.0694231,1.1823951
520,*c1ccc2nc(-c3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cnc2c1,418.0,1.8676753,1.9470621,1.7483735,1.6627932,1.6342679
84,*N1C(=O)c2cccc3c(-c4ccc5c6c(cccc46)C(=O)N(c4ccc(Cc6ccc(*)cc6)cc4)C5=O)ccc(c23)C1=O,430.0,2.142652,1.763171,1.9604106,1.9268255,1.82999
249,*c1ccc(Cc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,306.0,-0.035256464,-0.03620066,0.069733866,-0.010879756,-0.002445605
451,*N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc6c(c5)C(C)(C)CC5(Cc7ccc(Oc8ccc(*)cc8)cc7C(C)(C)C5)C6)cc3)C4=O)cc2C1=O,236.0,-1.1196128,-0.7311163,-0.99147373,-0.9736763,-0.9329607
466,*c1ccc(Oc2c(C)cc(C(C)(C)c3cc(C)c(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C8(c9ccc(Oc%10ccc(N%11C(=O)c%12ccc(C(=O)N*)cc%12C%11=O)cc%10)cc9)CCCCCCCCCCC8)cc7)cc5)C6=O)cc4)c(C)c3)cc2C)cc1,253.0,-0.93029666,-0.8988021,-0.7697891,-0.77402055,-0.69111353
7,*N1C(=O)C2C=CC=C(c3cccc4c3C(=O)N(c3ccc(Oc5ccc(*)cc5)cc3)C4=O)C2C1=O,330.0,0.35153416,0.32703376,0.39547914,0.30109727,0.3615051
600,*c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3C(F)(F)F)cc2)c(C(F)(F)F)c1,296.0,0.09418594,-0.09139368,-0.1308904,-0.09943695,-0.08793914
585,*c1ccc(C(c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)c2cccc3ccccc23)cc1,301.0,-0.087658785,0.370073,0.023066502,0.38337642,0.08050659
339,*c1cccc(Oc2cccc(N3C(=O)c4ccc([Si](C)(C)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)c1,228.0,-1.4342877,-1.4168092,-1.2698159,-1.235429,-1.1646591
304,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3cccc(Cc5cccc(*)c5)c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,231.0,-1.146641,-1.1610099,-1.0715384,-1.0356953,-1.1314672
373,*c1ccc(-c2ccc(-c3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6c(C(F)(F)F)c5c4=O)cc3)cc2)cc1,364.0,0.8855939,0.6685963,0.87850946,0.8501332,0.93240243
382,*N1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(c3cc(*)cc(C(F)(F)F)c3)C4=O)cc2C1=O,310.0,0.01759103,0.017206643,0.04708346,-0.002677188,-0.002452884
12,*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,380.0,0.33305937,0.72491485,0.5642802,0.70747876,0.7187713
513,*c1ccc2nc(-c3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c(C)nc2c1,355.0,0.7630463,0.83322525,0.769339,0.8423878,0.86959195
239,*c1ccc(C(c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,345.0,0.68665946,0.5940071,0.51685977,0.5912267,0.65878296
190,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(Oc6ccc(*)cc6)cc5)cc3)C4=O)cc2C1=O,257.0,-0.8737128,-0.88369745,-0.9665105,-0.75623655,-0.77506346
50,*c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(O)N(*)C4O)cc2OC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F)c(OC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F)c1,350.0,0.83839595,0.6765204,0.4769318,0.72249436,0.7652359
554,*N1C(=O)c2cccc(-c3cccc4c3C(=O)N(c3ccc(-c5ccc(*)cc5C(F)(F)F)c(C(F)(F)F)c3)C4=O)c2C1=O,358.6818006,0.81492877,0.67753,0.8345794,0.8628793,0.6879448
357,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(*)cc5Cl)c(Cl)c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,325.0,0.20709394,0.2260051,0.30622095,0.15738134,0.230006
778,*c1cccc(C(=O)Oc2ccc3c(c2)C(C)(C)CC32CC(C)(C)c3cc(OC(=O)c4cccc(N5C(=O)c6ccc(C(C7C=C8C(=O)N(*)C(=O)C8=CC7)(C(F)(F)F)C(F)(F)F)cc6C5=O)c4)ccc32)c1,289.0,-0.22236536,-0.24816316,-0.18128417,-0.20251748,-0.23413588
697,*c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,313.0,0.10375367,-0.19120933,0.03557323,0.07010855,0.08469008
413,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(C(O)c5cccc(*)c5)c3)C4=O)cc2C1=O,262.0,-0.8552189,-0.82489026,-0.7790726,-0.8597412,-0.509011
750,*N1C(=O)C2CC3C(=O)N(c4ccc5nc([C@H]6CC[C@H](c7nc8cc(*)ccc8o7)CC6)oc5c4)C(=O)C3CC2C1=O,332.0,0.24483754,0.2848208,0.38054198,0.31374204,0.3176876
455,*c1ccc2c(c1)C1(c3ccccc3-2)c2ccccc2-c2ccc(N3C(=O)c4ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc21,287.0,-0.30418262,0.07585351,-0.32447144,-0.31792593,-0.12292637
721,*N1C(=O)c2ccc(Oc3ccc(Oc4ccc5c(c4)C(=O)N(C46CC7C8CC9(*)CC7C(C4)C(C9)C8C6)C5=O)cc3)cc2C1=O,310.0,0.017900817,0.010564393,-0.06369715,0.034266446,0.024783075
409,*c1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)[Si](C)(C)C)cc4C3=O)cc2)cc1,210.0,-1.5511975,-1.1710254,-1.4842763,-1.3555188,-1.302125
202,*N1C(=O)c2cccc(Oc3ccc(Oc4cccc5c4C(=O)N(c4ccc(Oc6ccc(*)cc6)cc4)C5=O)cc3)c2C1=O,269.0,-0.63521034,-0.73853904,-0.63830787,-0.5513269,-0.5669216
589,*c1c(C)cc(C(c2cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)c2cccc3ccccc23)cc1C,387.0,0.88336873,1.2700925,0.88680005,1.2713184,1.2907041
351,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3cc(C(F)(F)F)c(*)cc3C(F)(F)F)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,365.0,1.1502469,1.3144225,1.0134134,1.0037502,0.8916131
461,*c1ccc2c(c1)C1(OC2=O)OC(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4C3=O)cc21,264.0,-0.8352883,-0.7121411,-0.36201465,-0.5583697,-0.57246715
300,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(S(=O)(=O)c6ccc(Oc7ccc(*)cc7)cc6)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,293.0,-0.30998912,-0.29895312,-0.3765977,-0.19749393,-0.29237527
3,*n1c(=O)c2ccc3c(=O)n(-c4ccc(Oc5ccc(Oc6ccc(*)cc6)cc5)cc4)c(=O)c3c2c1=O,292.0,-0.20682313,-0.24573062,-0.30918172,-0.18637897,-0.17814076
