polyimide_SMILES_Tg_DSC_371_p-smiles_fp_10_label_feat_teacher_denormalized
332.50986
324.85056
300.6335
294.15723
372.0903
423.3075
338.89716
348.6789
315.00876
308.25125
367.54736
341.48007
309.55
420.4068
331.06723
401.0442
380.6582
337.30057
304.98752
393.61966
365.96252
309.06717
304.95834
311.4567
335.30765
276.07178
369.4546
350.60995
319.93225
203.00601
250.46881
237.99414
215.99484
239.28699
221.31372
423.60605
378.76746
341.0689
347.56042
341.58646
341.7959
372.71216
297.124
326.77206
261.65488
309.30823
308.9076
289.7674
422.1254
429.65845
380.73596
360.4397
333.64865
375.28583
279.35233
307.3609
345.12326
460.95435
476.1917
416.31387
454.70215
341.79553
331.9966
319.33926
309.9845
227.39438
314.30414
302.30096
259.91107
256.97275
248.83084
222.90265
212.74557
294.68503
279.39752
300.0563
308.84064
296.24533
263.69083
329.92697
289.4054
251.79486
213.93828
292.41403
267.82446
246.19847
323.44244
293.9288
265.70096
263.5333
235.64532
344.62238
290.27527
274.50018
277.03372
272.6405
320.93167
249.63469
285.6137
234.3598
273.67517
367.96307
329.89032
364.80328
306.1263
235.92278
309.36035
313.79727
300.29877
250.61913
238.71808
313.8703
295.55573
283.40173
295.51062
274.12582
276.02402
315.24442
326.91116
322.91998
302.23853
280.92517
301.50348
304.60413
305.64435
250.21999
276.2296
230.35455
230.34804
286.99945
265.22046
288.08826
305.4226
277.89236
252.95255
235.04947
287.63965
201.31207
208.42285
293.26498
251.43004
317.73264
291.56677
287.7284
263.20718
322.39566
231.63718
292.28412
235.34369
228.0886
241.14526
360.28983
343.2277
346.35803
278.13498
271.666
346.50864
219.25858
226.06181
266.7104
378.40616
383.41153
387.1259
377.1464
364.01114
372.8419
341.59805
329.97147
360.99405
331.6165
308.3609
322.75244
388.65475
345.21124
387.73734
401.71915
313.77917
378.37396
308.97156
308.40936
294.0045
332.98816
263.3177
279.09174
322.6922
218.74591
229.65042
251.82675
196.52988
236.68744
223.1221
365.96252
285.30145
251.23221
212.43408
200.86435
259.50464
219.77325
241.92361
207.23056
252.16692
207.27249
230.56168
208.81375
201.64221
281.71393
199.99008
333.7394
255.04425
242.65361
208.50833
200.9422
163.16699
145.6187
128.96141
247.00615
249.55202
237.40169
236.5113
250.76917
238.19589
391.53897
267.87854
365.97653
376.3319
334.10233
298.47415
259.5567
318.11572
294.30374
229.80768
234.51508
242.72614
252.88019
236.0579
238.8517
252.95973
252.5577
300.39343
348.12177
251.13849
271.9248
325.43964
200.94412
377.6533
218.20758
285.6137
325.368
290.29135
296.66144
299.8928
396.48056
399.23914
373.72247
375.1949
372.33838
414.85382
441.57123
390.1767
362.39703
359.51294
384.27573
420.0685
331.35706
195.76028
194.82727
200.07324
202.77676
294.09775
243.31789
256.6617
263.45633
211.93283
200.85458
209.9393
223.09506
375.67548
373.98547
377.14346
393.09717
331.8544
285.79584
273.06863
273.14658
260.14392
256.06442
348.3828
328.02274
379.2765
377.51184
371.4396
336.59058
281.76624
268.37357
275.02432
384.561
388.48212
370.62064
365.3975
336.32437
376.34515
379.54938
253.64366
396.04236
366.35873
370.14236
340.63123
333.3033
304.55618
324.19406
270.91754
260.1439
269.42453
275.49783
220.5339
210.50972
320.7963
355.80655
282.41437
313.0248
330.8793
343.80853
299.86725
341.6002
379.4925
333.78473
317.70676
348.03357
298.53082
353.6396
317.90195
314.462
316.95605
294.15726
306.6851
292.2966
98.20729
302.40927
301.40115
324.77512
317.41907
210.72916
235.7298
229.79651
244.06107
315.74606
254.61221
247.89682
289.51895
271.92172
270.7006
252.09917
297.4133
296.85437
293.70276
284.74536
290.77124
293.59854
301.67178
300.4498
297.67795
245.78136
345.8758
248.48587
167.20996
159.20688
145.88243
205.16747
342.89688
336.92682
276.59274
264.0581
254.93665
333.36
367.1952
296.23154
310.73978
285.74133
312.04517
313.8024
428.24838
328.16742
253.52744
264.38776
249.7967
252.3319
315.4846
299.67435
316.77017
335.8985
346.5253
218.55682
220.3755
172.44884
232.89369
380.1625
380.16254
391.58374
391.58374
381.77048
381.77048
260.92386
330.17172
331.21634
301.02057
299.1299
429.43362
408.97006
389.67532
375.08386
314.1198
302.63162
347.93002
337.75034
423.33566
413.6183
403.69434
399.3457
392.49677
376.6209
369.19348
416.0726
427.05273
382.11182
383.41153
388.38678
375.4169
395.26593
363.56497
356.94043
342.29352
387.47293
334.67673
326.24283
312.8336
292.99152
279.50006
330.54257
347.38257
501.6045
418.21014
471.71432
471.45694
443.3612
421.28986
370.4098
397.401
317.9261
325.8958
326.64337
412.93256
395.47787
381.29712
379.54938
397.3414
355.65878
375.67548
331.5478
331.37228
340.63956
470.16815
471.852
465.0883
461.2667
