介电常数数据合集_P-SMILES_修(freq3+)_400_320_train_fp_10_label_feat_teacher_normalized
-0.33007544
0.07527335
-0.050490357
-0.053550735
-0.25253814
-0.25983644
-0.34498858
-0.09968552
0.7255456
-0.018886887
0.08848361
-1.20608
-0.35233676
0.33595356
-0.27974623
0.4084515
-0.27584806
-0.18830657
-0.13255908
0.32580975
-0.09265894
0.55184114
0.5838799
0.5779706
4.2819138
0.06964802
-0.3264402
-0.31773907
-0.55724686
2.284865
-0.16580802
0.44627154
-0.76415956
0.7618459
0.57556826
-0.09618603
-0.22056621
-0.36751723
0.09806333
-0.19926822
-0.38333434
0.83836365
-0.19649276
-0.01514633
0.23466425
0.83389336
-0.02711273
-0.37536246
-0.4417457
0.24875148
-0.37439162
-0.3057851
0.23638201
0.3919411
-0.20885468
3.6870449
0.8615624
-0.6717063
1.2984014
-0.3501168
3.6854234
-0.32407445
-0.3546752
0.49001563
1.3182228
0.58003986
-0.16070604
-0.42203355
-0.13706891
-0.66630554
-0.27327323
4.9745245
0.042179633
0.053204518
4.278218
0.7992638
0.57239974
-0.6799548
0.8159334
0.3757105
0.12318352
0.2847919
-0.5814879
0.59103155
-0.098032
0.11289871
0.05292043
0.05292043
4.977686
0.21553488
-0.05862359
-1.1564779
0.5821578
0.35578525
-0.011349134
-0.11792496
-0.42926875
0.3476841
-0.5469256
-0.17286721
0.24504325
0.13514444
4.2613215
-0.08808048
-0.2946846
0.58620685
-0.44332546
1.5954802
-0.111854345
-0.21795735
0.82148623
-0.22248358
0.48349583
0.52292264
0.009635486
-0.35932073
-0.18713123
-0.037766628
0.70551765
0.087919384
-0.0044012666
-0.09932415
-0.43399733
-0.6076816
-1.468499
-0.23182803
-0.33939922
0.7342123
0.59857035
0.37801662
-0.3475899
-0.28556472
0.94755876
-0.47201192
-0.45641297
0.13946582
-0.52332515
-0.19137564
-0.31309336
0.32079658
-0.3694517
0.20721112
-0.8098051
-0.23659605
-0.37816226
2.461928
-0.10062806
-0.053567477
-0.31166738
4.215274
-0.37968212
-0.6088506
-0.7304348
-0.3077641
4.2296414
-0.48865533
-0.37456697
-0.36407158
-0.30128765
-0.46698552
0.5623574
-0.25025383
-0.5986172
-0.3539932
0.8027841
0.5701608
-0.61844176
-0.36811435
-0.85658467
0.56841767
-0.31219167
-0.3681419
-0.48039436
0.7934591
-0.4137957
0.5286365
2.4357653
-0.663062
0.5495763
2.4331174
-0.38710564
-0.39151698
-0.40875798
-0.5369863
-0.32080165
-0.91003966
-0.28667626
0.79798836
-0.382254
-0.10092591
-0.37830412
4.175499
-0.2733038
0.55328983
4.3417935
-0.20007029
-0.27850366
-0.6532868
-0.35250807
0.56076777
-0.12307228
0.528082
3.6283398
-0.10051879
2.434441
-0.32612056
-0.3999192
0.5571721
4.171632
-0.20100948
-0.32879394
-0.2902685
-0.5611566
2.4373536
-1.6358838
0.32088253
-0.41059268
-0.10098618
-0.51975906
-0.43084413
-0.80938697
0.5490628
-0.79919416
-0.3253638
-0.38489377
-0.34515423
-0.39530647
2.438942
-0.51331055
0.63449466
0.123398766
4.8501177
-0.00094553083
-0.0845132
1.2431395
-0.43278304
0.46018368
0.15761667
-0.4534068
-0.20657885
-0.020850942
-0.37908798
-0.29520783
0.38145974
-0.3078993
-0.5161072
-0.30737215
-0.54472756
0.64297587
-0.30827972
0.3604923
2.4320576
-0.06474933
-0.43416995
-0.49255663
1.2424397
-0.44441193
-0.36992064
-0.13565485
-0.03349086
-0.20754501
0.6830463
0.87037545
-0.099611714
0.77373046
2.4264977
-0.30646455
0.64301175
-0.3642766
-0.24130496
-0.42160627
0.8158677
0.5014602
-0.20786706
1.244014
-0.071958974
-0.18353005
-0.20690092
-0.3041955
-0.339592
0.036389988
-0.2089996
-0.37396824
1.2483866
0.18655644
2.4270272
-0.20722291
-0.04455152
2.4230554
0.05747113
0.42571273
-0.09860739
-0.36813906
-0.3543579
4.119916
-0.09885709
0.37314415
-0.37065712
1.24209
-0.43763506
0.028894894
0.12948185
-0.14949338
2.425174
0.29423887
0.28526148
4.125747
2.4302044
0.49133036
-0.140792
-0.296555
-0.30329043
-0.10204159
-0.040037565
0.19864881
-0.23771954
-0.3738402
0.5416417
-0.92034
-0.17955104
1.2476869
-0.013266593
0.032693088
-0.12518087
-0.27835187
0.34241638
-0.25754753
-0.13948423
-0.19709417
0.60206705
0.550678
0.4879984
0.7194523
0.026506633
-0.15496697
-0.053873837
-0.563394
0.4225521
-1.2723658
0.2859611
-0.4259258
-0.17749499
0.33988675
0.07401228
-0.35839164
0.506336
0.42351067
0.28249514
0.007418055
-0.24377036
0.42221433
0.39536098
0.07520248
-0.18193468
-1.3074429
0.42805353
-0.47290838
0.421861
0.12683989
0.30090356
0.16281475
-0.4526717
-0.77338517
0.13307935
-0.20808646
-0.078564554
0.11310574
-0.33532047
0.29265726
-1.3074427
-1.3113301
0.30207902
-0.2193985
0.29776895
0.42290798
0.2952875
-0.6612752
0.004543837
0.61618763
-0.07939471
0.29337293
0.06997741
-0.22341216
0.42444816
0.27325153
-0.8882503
0.7875229
0.29998934
0.29398137
0.28213
0.30547482
0.30351573
0.3085668
0.08590074
0.29553366
0.29289585
0.46991137
0.42558655
0.2942426
-0.9317283
