polyimide_SMILES_Tg_DSC_371_p-smiles_molwt_10_label_feat_teacher_denormalized
212.27243
226.78189
294.34882
289.96652
371.16986
417.23334
327.232
338.02902
311.33566
309.52493
371.81223
333.8028
303.8274
418.09766
325.30753
378.13385
386.8332
306.9395
289.80414
389.07727
368.61093
297.72455
291.45038
311.48663
326.5842
299.6255
378.3408
345.95935
311.29825
209.66385
256.11426
250.36334
224.50974
263.0201
236.4136
431.03778
379.4108
365.99756
349.83456
354.61655
343.2926
366.5638
273.33154
321.3629
243.6823
307.69354
300.769
288.44946
433.3374
447.84433
388.48148
360.47937
338.5846
371.18436
296.7506
320.53778
348.84854
456.87628
470.3103
426.57108
447.62787
336.9315
334.29803
325.82526
305.68832
235.8359
309.39334
284.0611
237.3151
234.37955
228.73949
206.7101
192.22723
285.35626
271.9487
302.5853
295.6874
286.81046
266.41693
318.51157
276.42166
242.17444
199.48648
275.60086
260.09116
250.67549
314.21228
284.01184
267.09454
264.8191
223.61304
335.72864
272.91574
287.7397
284.3345
274.276
327.54855
256.50015
285.25067
241.26094
271.10406
345.5025
322.61774
348.4142
298.6141
231.93472
320.0271
308.9202
288.14572
248.08337
231.1842
303.3361
289.90646
274.97083
290.77423
263.55563
290.8077
300.8409
307.17126
308.52084
288.69614
279.40604
295.32925
290.04248
302.7609
241.40381
274.09412
222.6912
222.69232
270.69177
256.40424
289.78857
294.73212
271.8485
248.44522
225.66394
305.71426
194.17476
209.13544
278.07184
241.46211
305.169
284.571
280.06192
264.14423
323.2626
216.62793
289.81104
244.25175
224.3898
231.6886
339.5651
326.1532
330.53088
262.16226
268.62262
346.42868
208.5074
220.24861
265.3783
360.76776
373.15375
374.02313
371.90695
363.25757
369.2394
331.96603
326.3439
301.2871
329.64404
400.48874
309.27277
378.45197
329.03152
374.1175
379.77994
313.55316
365.3938
302.3363
300.34393
322.07996
330.00388
257.58258
258.7858
317.5785
225.82169
227.72122
245.76184
205.74568
243.07578
228.74284
368.61093
265.85965
248.53134
205.06982
205.21735
273.3602
234.57867
262.5928
225.11552
249.37805
210.61313
242.71974
220.94765
213.83633
288.11307
206.17883
320.90155
190.87961
164.77333
144.506
255.7655
173.92001
150.16089
133.08473
236.90039
244.42345
227.44504
229.94058
246.26657
225.72409
357.69214
285.97772
357.65558
369.2494
323.47363
301.26376
285.1165
333.72525
305.49612
249.8016
253.58649
233.64584
232.8385
223.54541
241.30392
259.27573
235.97067
293.50497
337.05368
253.3707
269.47974
333.6106
193.18274
373.9746
217.90298
275.1631
321.2072
285.23886
291.4367
299.28525
436.69586
382.58047
374.1031
379.87396
364.7242
423.70392
449.60596
381.3169
356.83484
359.06018
387.23572
429.2459
339.02368
202.74693
201.2226
203.88658
203.2331
298.12918
254.12975
267.7576
270.84686
225.7985
207.92682
223.54749
222.16116
363.116
365.9182
378.2377
397.32977
317.31802
263.2425
265.19223
264.30173
265.6725
258.56696
346.7789
331.2917
370.89554
375.91904
362.30374
331.61633
290.0014
262.9507
280.67377
374.648
384.2951
334.48825
348.72238
324.90204
372.82346
384.33362
258.56308
386.96375
363.08163
366.9054
328.55978
322.45383
293.45145
323.02768
266.51282
265.6725
277.28918
281.7461
226.88197
208.80377
339.56744
338.08383
319.92255
310.21765
304.44357
331.58948
298.71054
342.3761
364.82617
334.58325
325.44275
343.12183
296.74417
306.90463
313.1431
302.4414
315.92926
289.96652
299.24487
286.95465
88.72049
305.02533
286.9659
319.74576
302.80325
224.5416
235.24545
235.94498
257.59412
314.58356
265.16626
261.11383
295.113
278.2327
264.97504
255.81346
292.88446
294.9678
271.8304
286.4998
286.97733
278.098
301.46255
297.09393
273.12735
244.16183
319.32675
247.25323
208.48857
183.67958
162.50699
215.0236
346.70087
347.7601
282.877
213.0354
254.39215
311.64157
365.89984
296.02274
309.4532
296.60376
319.55096
325.2425
415.61322
312.84525
281.7034
270.84595
258.13342
254.63617
314.1611
294.32074
309.82208
328.44196
339.20975
237.28687
225.91513
185.85178
247.16264
422.68192
422.68192
359.98727
359.98724
367.60394
367.60394
266.50104
326.00867
251.07112
301.25314
286.36108
413.22113
414.27206
428.3448
442.06445
302.13818
294.87677
338.18164
329.3368
420.3582
410.10956
397.0517
373.03784
386.40256
354.91333
363.61633
396.08575
410.87997
358.54333
373.15375
374.78516
367.8022
401.58295
355.73276
344.62585
331.37796
383.17035
328.96582
323.2613
315.9569
291.8053
286.88574
326.51907
333.88205
485.01422
397.76428
448.01236
451.2638
407.86072
384.79724
361.05936
379.43042
315.9265
323.96985
340.11362
393.64444
360.04355
340.9525
384.3336
389.94016
347.72833
363.116
384.39673
390.12177
392.19507
477.7793
478.61862
479.05276
474.47705
