polyimide_SMILES_Tg_DSC_371_p-smiles_qcut_10_label_feat_teacher_denormalized
255.67896
258.98306
300.07388
297.8165
374.89954
420.1232
337.7518
331.80374
315.38614
297.54517
368.22873
338.93994
292.31897
430.12378
319.22495
388.9649
396.69437
324.68323
289.30313
394.6932
371.79858
296.95096
289.35016
321.08307
338.91928
291.3127
387.11694
362.64166
318.5921
217.8134
270.97116
259.09616
227.82718
241.58066
235.37512
370.61844
393.45383
381.23062
365.19604
370.64566
358.72208
339.96146
273.39484
317.3035
261.88528
305.18753
304.46277
290.96344
430.4003
441.3363
388.2832
363.42703
337.3473
381.97122
289.992
313.16058
351.74542
427.98352
474.42084
447.18042
454.86652
340.93628
340.8621
332.39392
314.9355
238.00377
319.52292
293.90118
243.27826
249.62955
244.83942
212.12872
214.32216
290.71393
282.80426
299.489
295.25754
293.31042
266.39255
310.57202
276.47116
253.4833
211.68684
288.10864
266.43863
255.0284
301.13898
290.4094
265.4207
268.1027
234.83719
332.98572
282.81015
287.25742
273.59146
277.182
327.01382
257.31073
278.01193
242.86224
269.7096
347.44455
323.9127
360.62308
299.89145
233.27814
297.45178
310.12225
287.73392
255.00903
260.0972
309.44388
291.35205
272.92212
297.8777
274.5205
287.12466
305.03293
315.9442
315.4268
302.85895
287.27536
298.918
298.45007
298.1014
242.36339
279.54776
225.51938
225.40689
275.07437
250.81264
291.12878
302.4813
273.22372
248.91855
228.62152
307.68903
202.59491
203.55771
292.94775
262.68256
314.72842
292.9718
295.1927
282.4218
346.8064
247.82513
294.23587
248.91867
233.09665
238.04338
344.05585
330.82666
331.39038
269.96658
272.63058
355.06427
215.13397
224.7958
271.5588
337.04086
381.93268
387.1999
396.8766
372.06894
379.52075
342.59933
332.8086
339.53513
337.0317
411.56262
313.77777
382.0185
334.42776
384.36987
392.22885
321.77686
373.4432
302.92517
322.06253
282.94623
325.9102
257.60596
270.34555
320.4427
228.45517
237.02504
250.12204
260.95697
253.73962
237.11331
371.79858
272.36584
249.10693
209.76912
209.84174
287.21225
242.99538
269.76733
227.74957
262.49893
227.30684
257.79395
227.50882
219.1434
294.4009
220.15808
324.17645
206.20276
171.98427
156.01263
249.60414
182.10399
163.1861
145.49414
252.6703
254.7485
239.97006
242.29349
256.13498
235.82639
367.08856
291.2224
365.8522
381.88132
335.27844
316.29953
268.33588
334.28308
300.4068
243.265
247.36716
245.98763
252.20624
245.80476
244.7539
260.7946
249.97539
294.06384
342.68076
260.43353
274.64594
330.4813
205.73163
369.71826
230.0888
286.8325
328.17697
292.14142
293.4667
293.45203
442.88373
394.37582
398.19162
387.94653
366.80295
430.75693
443.9181
385.10806
363.9994
370.36798
386.37653
427.25412
351.53235
211.33514
210.16013
197.72441
209.71782
297.78006
254.53738
279.17664
249.70367
233.49435
220.45966
236.92209
238.25575
371.6987
374.6014
389.73993
409.91968
330.65057
278.22516
266.96143
268.2283
264.51724
260.81445
351.98364
335.7921
382.04517
385.79285
377.18707
330.68127
281.66965
282.64377
283.19043
392.3825
400.64178
361.6097
361.94373
347.11768
382.0857
388.94504
263.63644
404.16455
378.81485
372.72208
339.65103
338.1244
307.87878
334.3075
271.85077
264.51724
269.64536
283.7533
232.87004
216.15918
335.98618
336.05515
286.44028
299.53314
310.93896
330.22565
300.8936
353.3419
375.96368
337.25156
329.8372
349.94067
294.95923
360.7944
317.34546
311.3637
326.72147
297.8165
328.5931
307.59195
127.44745
313.9727
289.28293
331.214
308.08337
240.89848
243.33986
242.94077
263.94482
315.16467
271.0351
265.07782
285.59808
280.18976
272.2237
266.25052
300.4355
299.6867
276.9442
288.46033
288.47818
279.7862
303.97443
301.69067
277.31238
244.29016
314.85684
254.25089
187.3999
189.07678
180.11642
231.40463
355.16974
355.40497
282.28162
224.75081
258.5269
324.4358
377.59247
302.82678
315.0198
298.0016
316.77264
314.4429
427.09097
319.9697
264.8528
283.3289
265.7094
262.61206
326.43558
299.79483
306.8505
340.07712
341.33676
229.29453
229.71979
190.55905
255.14035
437.09393
437.09393
389.287
389.287
391.994
391.99402
274.04776
332.28986
263.27618
306.9059
298.7916
419.79047
424.3261
434.21796
442.3007
318.3967
311.8499
353.2628
345.38202
426.4506
418.4324
408.97177
403.6955
390.45786
362.1786
369.87177
422.30615
435.213
376.73193
381.9327
388.86142
382.20117
420.34796
374.14035
368.3085
349.01804
403.26752
361.3021
338.36905
322.2783
299.415
294.28564
333.43665
341.20193
513.44617
396.6973
464.4868
464.17926
417.9621
411.39008
384.06488
393.83667
330.43747
313.2812
339.3827
408.47046
412.70245
382.62103
388.94504
403.77985
368.0361
371.6987
330.5837
334.0201
342.23843
488.66187
503.20593
508.93018
510.38092
