polyimide_SMILES_Tg_DSC_371_p-smiles_elem_label_feat_teacher_denormalized
219.08234
219.54245
317.21854
315.4198
372.01355
428.53073
351.01816
346.50317
319.56775
315.69907
353.87012
342.20465
318.27072
423.68463
339.39056
406.274
390.9268
364.50784
224.51395
386.37183
374.6667
307.96085
294.38266
320.0948
348.28677
322.68912
375.55264
365.19556
328.25128
236.96204
265.64996
261.6136
234.93524
261.6761
239.7255
438.5109
407.09613
354.21768
361.13306
367.6224
356.10956
371.3215
305.4297
350.97748
270.1295
318.7492
310.5337
328.79138
442.9195
455.73328
410.39755
366.1189
347.8122
373.27734
295.98456
320.56348
364.95914
458.55954
459.5327
441.102
455.02097
340.4179
351.81293
343.43365
313.8252
238.44165
323.84814
308.42172
265.35397
262.49625
254.0412
223.87277
216.37518
295.58865
279.77698
308.06287
293.8939
275.6399
278.39075
336.51297
298.58823
262.89288
218.74664
302.5528
286.34424
261.73267
315.537
302.13516
277.24002
273.31158
252.32205
342.90894
302.40894
294.58307
288.65002
291.2679
306.39493
264.32498
285.03366
243.04625
270.0807
374.6218
332.89926
370.77762
318.4178
251.8884
318.97647
312.7812
296.9459
248.46552
249.75618
317.94547
294.78223
278.41782
286.79453
257.9343
287.2931
311.01556
322.6066
328.70447
312.05692
280.57245
294.63345
307.81564
308.6133
277.8372
290.2552
233.00526
232.97711
293.57938
267.29755
299.2004
308.20248
278.18478
259.1882
273.71655
317.85165
205.36086
224.24207
316.07092
281.03214
317.91425
297.31735
293.68027
276.40964
350.35687
235.00647
280.54263
243.34578
259.61887
277.58047
351.5302
334.6278
351.2895
289.02917
314.0404
341.73706
236.03435
226.12122
285.8796
365.0043
376.99948
383.21786
385.6013
367.5711
350.86426
360.056
348.30408
334.3043
346.24612
386.6367
319.1122
386.1384
343.41245
399.15536
402.63715
316.24054
382.69104
313.69684
329.185
316.15265
325.5811
278.8891
293.0386
336.37384
221.6073
235.69162
256.015
222.76875
246.33737
248.68954
374.6667
270.30807
270.8561
254.41255
225.00897
280.82324
238.92259
267.9533
227.66644
278.93362
234.31732
243.46063
225.76399
216.51474
287.27942
212.27753
341.10474
216.5979
192.7493
170.50983
242.8619
188.73776
165.72743
146.80998
254.16794
245.09984
228.81134
250.22006
256.054
241.22105
374.55746
284.37927
357.01486
382.02094
316.0682
318.43542
285.2683
336.59024
309.6745
237.61096
231.87665
241.0159
233.71375
217.39859
225.93715
243.18213
243.27803
312.86423
351.79282
269.48102
271.97186
326.86298
215.04951
366.3469
251.38406
290.75354
326.2362
296.303
296.51498
303.41193
437.3437
394.35846
369.8791
383.24594
376.65625
426.61932
439.91656
359.29858
364.2563
381.19647
369.77798
422.11145
348.75925
209.03227
224.99097
201.87122
211.5285
300.48022
270.2122
278.52548
254.0706
241.96594
221.54282
246.69412
240.1148
374.42163
371.32776
383.84808
393.5514
357.12274
294.98053
297.21255
291.15808
259.94272
258.53677
358.36063
354.97287
380.15448
375.77612
368.1042
346.53546
290.29306
254.88364
279.55194
390.15778
348.36798
357.65973
362.77844
347.405
358.81754
391.06442
255.8432
380.77484
357.40915
368.5383
342.61447
337.132
323.17355
334.18002
287.70895
259.94272
266.59134
285.4507
242.04367
223.6112
339.4839
342.59418
291.75925
320.9309
341.16693
340.14084
302.6663
341.63107
381.33652
323.7273
322.01434
351.07953
304.90768
318.8277
327.91516
318.70184
328.51196
315.4198
309.18256
313.73737
96.865875
316.45016
302.3249
348.9282
324.20407
231.07312
233.9931
242.7167
254.40804
328.06262
276.25818
265.42838
274.07547
263.63806
267.96487
254.08984
297.85934
295.73404
282.2772
296.3212
287.83868
291.81238
299.4903
294.99548
287.08478
289.0768
346.82156
288.0479
181.73705
164.00688
181.62994
201.11287
329.73352
305.05615
267.6026
232.66864
282.24347
357.88593
382.2049
301.22565
313.89606
279.88007
303.97662
344.38177
319.1282
300.4384
270.07126
294.73996
280.90198
270.41895
298.31845
306.77844
327.3467
349.29028
362.41595
233.57349
231.23056
183.48228
248.40323
424.30035
424.30035
374.6537
374.6537
386.40866
386.40866
261.75232
330.67667
288.0445
304.2211
282.2774
440.37173
429.85092
419.73666
410.20288
323.68054
310.6757
344.37076
333.0579
421.63373
413.1533
400.96863
418.93372
395.77234
388.22803
378.59338
413.046
411.844
389.02966
376.99948
374.64194
382.2314
404.65247
360.41238
339.46698
343.422
388.30798
339.38916
322.66415
321.21167
302.78528
286.82843
329.4969
340.29007
469.16394
421.20328
469.6066
459.47678
435.92358
402.9472
360.6701
367.37006
321.5828
319.24005
324.2285
394.80338
369.60938
356.2365
391.06442
380.477
348.32428
374.42163
356.2213
349.33694
349.21774
481.47028
489.4544
487.94977
477.6856
