polyimide_SMILES_Tg_DSC_371_p-smiles_scaffold_10_label_feat_teacher_denormalized
224.5918
234.1813
303.0762
306.57693
381.29608
428.61148
338.47238
350.2475
313.9757
300.33185
367.31732
341.1702
326.07687
431.20758
324.5274
389.2345
391.21906
338.8497
307.1463
388.4513
384.3203
313.3362
311.06625
314.909
325.59283
342.5412
369.90936
362.80704
317.40262
244.85721
252.18826
247.7705
220.68687
249.86157
222.46048
415.95142
382.51077
368.15405
346.8568
367.3099
347.86508
377.92267
289.79163
326.74573
269.02783
305.88965
300.14612
293.83133
428.0158
439.89014
395.79135
351.08102
311.5178
356.8611
271.9809
290.1155
327.37152
467.8053
484.79675
454.88855
457.81238
340.18167
362.64883
328.76645
319.15585
227.21063
341.66873
310.84802
243.34175
252.2488
242.43994
206.25742
205.57591
300.63913
288.59268
293.4734
298.2073
302.20203
255.2256
328.10852
289.66708
259.5171
205.46753
301.77643
277.23267
259.22144
309.19888
299.33972
273.7348
275.6987
241.87494
336.31946
276.53522
283.04413
279.58682
272.4116
317.62442
256.25894
287.67004
231.76535
268.4765
355.6207
329.68073
367.97137
306.64667
237.6533
319.79935
308.11493
294.09393
235.88806
231.9632
322.85147
293.0735
279.89374
296.38406
260.06155
292.68613
308.80548
316.69052
326.09705
318.83347
282.22058
305.90094
306.01035
303.64636
252.30853
289.16904
219.9077
219.92487
284.08014
257.06354
282.88623
296.93527
264.05435
251.3198
247.50305
312.32477
191.59926
199.83113
298.457
253.21698
321.91165
295.99802
290.5166
274.69177
327.80606
229.87068
275.7642
233.81189
236.9483
240.51544
354.24957
343.98636
365.10324
278.86362
284.00443
357.112
218.21396
230.14476
278.13577
378.15656
381.94128
388.81134
375.4673
362.0518
368.085
351.77924
340.9493
343.41278
342.97998
395.31226
312.0704
381.83374
341.96155
390.63644
389.1421
322.3745
390.57538
310.9671
307.90546
296.42545
332.02682
283.4146
274.65213
319.6711
235.21713
227.91028
243.10681
209.46411
246.5638
247.30768
384.3203
277.65665
293.10413
211.99503
192.71204
266.08044
219.76083
253.62003
204.91824
256.21384
204.82787
236.89102
232.62051
222.45108
280.61548
214.3667
336.5848
195.29866
160.20227
132.24266
237.5939
178.20598
153.78723
131.27396
231.73126
249.74664
233.02577
237.8319
249.58823
232.20279
364.68094
293.05695
363.7653
379.51636
329.17804
324.31253
267.84085
348.35654
295.5181
229.32002
234.61511
245.02484
246.3193
243.89952
234.64668
254.2015
245.61311
294.75192
341.4712
257.3724
276.76547
334.2856
198.64088
378.75436
216.6611
282.35
328.17667
286.05914
301.31134
295.90585
437.1834
411.388
370.1696
385.9563
388.71106
430.97086
444.22174
390.07684
364.15588
374.02402
389.9522
429.0203
324.40112
203.73984
204.36102
195.89258
203.14883
267.19046
247.25073
266.31937
266.70746
219.2117
205.78432
223.3958
227.3425
372.00922
342.88507
390.94345
402.9617
346.82446
285.153
284.53387
306.9267
263.52954
267.66602
342.6738
323.41382
361.51822
375.83218
379.39908
325.6227
289.3122
277.93408
283.85834
388.3056
352.623
360.91714
360.94873
334.99268
387.88702
380.37115
244.413
397.71878
363.73602
372.53876
339.26025
337.6792
306.28763
327.21704
275.1321
263.52954
273.6526
282.8628
225.83911
214.6556
354.80634
341.03638
288.442
318.57855
313.6334
340.61444
299.4147
342.3318
384.35098
324.11014
322.51553
346.5424
286.80704
361.5101
320.6683
314.6225
322.37106
306.57697
308.09366
295.77408
68.6573
312.08292
296.0084
369.44226
325.502
221.91638
236.60684
240.28746
258.9529
321.01416
267.84842
260.51917
291.6403
266.49915
258.08157
246.621
299.20657
294.5496
271.93796
291.85934
287.13806
274.45422
301.8668
298.62567
273.98444
258.1279
344.88446
251.8901
168.65228
165.7769
153.59618
206.39117
340.43005
331.54428
272.7412
222.20438
266.6465
314.2791
375.09128
298.09943
300.87567
287.9688
312.2324
315.37564
333.01593
327.47144
265.0749
275.6553
255.0565
260.2417
330.5083
300.53308
306.69623
327.19073
330.0158
280.48004
300.58267
245.42853
286.951
424.84308
424.84308
386.20758
386.20758
391.07416
391.07413
258.35962
333.3339
253.97147
292.23566
277.09195
425.2948
421.2175
420.58008
424.5732
319.05423
304.46182
335.93396
326.94336
423.4833
413.55685
402.6531
407.07916
398.49072
379.56757
373.67368
367.2755
364.52515
389.9851
381.94128
354.47397
377.82907
372.77655
362.17227
343.77756
333.11862
339.2273
342.3684
324.3265
313.69107
301.83356
289.99927
343.10483
346.88144
486.48682
404.37585
461.1792
450.4814
422.77692
431.63974
368.96637
375.06165
323.80252
323.32974
348.33032
396.40155
387.17456
362.85406
380.37115
404.7583
334.20105
372.00922
334.9905
338.37082
345.36032
482.67456
494.54205
500.79227
505.72504
