NO,SMILES,y_true,temp,elem,mol,SMILES_Kmeans,Bemis_Murcko
251,*c1cccc(Cc2cccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)c1,272,-0.532068,-0.45559928,-0.5125387,-0.34701717,-0.42846116
252,*c1ccc(Cc2ccccc2N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,290,-0.14084892,-0.32359156,-0.2660876,-0.15389623,-0.17176351
253,*c1cccc(Cc2ccccc2N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,258,-0.5070102,-0.7783965,-0.6905561,-0.49495587,-0.73717946
254,*c1ccccc1Cc1ccccc1N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,285,-0.30942002,-0.31573486,-0.26556525,-0.46468246,-0.22932751
255,*N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3cccc(NC(=O)c5cccc(*)c5)c3)C4=O)cc2C1=O,287,-0.028679065,0.058105327,-0.109099604,0.1608321,0.021595173
256,*N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3cccc(NC(=O)c5ccc(*)cc5)c3)C4=O)cc2C1=O,306,0.1423729,0.2407668,-0.010378663,0.34690186,0.14433777
257,*N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3ccc(NC(=O)c5cccc(*)c5)cc3)C4=O)cc2C1=O,309,0.1342617,0.33686236,0.010667764,0.28324783,0.2907648
259,*N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3ccc(C(=O)c5ccc(*)cc5)cc3)C4=O)cc2C1=O,288,-0.062759645,0.07451578,-0.2984949,-0.046594888,0.177696
261,*N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3cccc(C(=O)c5cccc(*)c5)c3)C4=O)cc2C1=O,277,-0.30705747,-0.42164454,-0.44337234,-0.3865152,-0.39223993
262,*c1ccccc1C(=O)c1cccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,295,-0.12454019,-0.20005864,-0.19505265,-0.05831799,-0.023618925
263,*c1ccc(C(=O)c2ccccc2N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,289,-0.13187584,0.00767781,-0.27749878,-0.008866316,-0.0219157
265,*c1ccccc1C(=O)c1ccccc1N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,289,-0.13734159,0.020248495,-0.07915767,0.007723643,-0.058714543
266,*c1ccc(C(c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,239,-1.0111253,-0.46474907,-1.0360098,-0.8762232,-0.8578673
267,*c1cccc(C(c2cccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)c1,304,-0.4282,-0.2690553,-0.52621067,-0.46140313,-0.2840764
269,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(Oc5ccc(*)cc5)c3)C4=O)cc2C1=O,237,-1.2751826,-1.1712506,-1.3278295,-1.193051,-1.3622363
270,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(Oc5cccc(*)c5)c3)C4=O)cc2C1=O,202,-1.2769458,-1.1716943,-1.3278117,-1.193155,-1.3619692
273,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(Cc5ccc(*)cc5)c3)C4=O)cc2C1=O,274,-0.4983279,-0.21666962,-0.5792694,-0.28963837,-0.36329323
274,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(Cc5cccc(*)c5)c3)C4=O)cc2C1=O,258,-0.87866974,-0.6308424,-0.8020809,-0.6369852,-0.78384835
275,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(C(=O)c5ccc(*)cc5)cc3)C4=O)cc2C1=O,274,-0.24664906,-0.12808841,-0.2814587,-0.272273,-0.38187838
276,*c1ccc(C(=O)c2ccccc2N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,265,-0.06868005,0.013774322,-0.20436469,0.004187075,-0.16318299
277,*c1ccc(C(=O)c2cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)cc1,265,-0.5273396,-0.45927164,-0.5612303,-0.4348844,-0.6750254
278,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(C(=O)c5cccc(*)c5)c3)C4=O)cc2C1=O,239,-0.90836275,-0.75863665,-0.9262002,-0.8326425,-0.8732586
279,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(C(c5ccc(*)cc5)(C(F)(F)F)C(F)(F)F)cc3)C4=O)cc2C1=O,224.5,-1.2265514,-0.52968574,-1.2814701,-1.1181732,-0.93267196
280,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(C(c5cccc(*)c5)(C(F)(F)F)C(F)(F)F)c3)C4=O)cc2C1=O,305,0.012959525,0.16583434,-0.03310053,-0.27942795,0.07637815
282,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(Oc5ccc(Oc6cccc(*)c6)cc5)c3)C4=O)cc2C1=O,189,-1.6345607,-1.6068957,-1.7725377,-1.6562412,-1.8029009
283,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(*)cc6)c5)cc3)C4=O)cc2C1=O,201,-1.619467,-1.3093487,-1.5392288,-1.5428332,-1.674759
286,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(*)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,288,-0.21813378,0.137772,-0.46417895,-0.1897111,-0.13949518
287,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3cccc(Oc5cccc(*)c5)c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,244,-0.6925896,-0.4144006,-1.0351005,-0.85692436,-0.843726
292,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(C(=O)c5ccc(*)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,311,0.12331348,0.16682053,-0.04160358,0.20051634,0.22561257
293,*c1ccc(C(=O)c2ccccc2N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,289,-0.21775678,-0.1577636,-0.36282524,-0.21679555,-0.17777316
294,*c1ccc(C(=O)c2cccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)cc1,288,-0.18294053,-0.2150797,-0.43314382,-0.27801237,-0.26309985
295,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3cccc(C(=O)c5cccc(*)c5)c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,260,-0.3831447,-0.487246,-0.6813774,-0.66909426,-0.5094374
297,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3cccc(C(c5cccc(*)c5)(C(F)(F)F)C(F)(F)F)c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,318.5,0.62618804,0.67808056,0.2405628,0.27488548,0.31736815
299,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3cccc(Oc5ccc(C(c6ccc(Oc7cccc(*)c7)cc6)(C(F)(F)F)C(F)(F)F)cc5)c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,246,-0.92550373,-1.1397138,-1.4223846,-1.1725949,-1.2071471
300,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(S(=O)(=O)c6ccc(Oc7ccc(*)cc7)cc6)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,293,-0.19794014,-0.42211437,-0.281108,-0.20535466,-0.4927436
301,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3cccc(Oc5cccc(S(=O)(=O)c6cccc(Oc7cccc(*)c7)c6)c5)c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,244,-0.9083606,-1.0082955,-0.9915966,-1.1134809,-1.145796
303,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccccc3Cc3ccc(*)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,224,-1.1563965,-0.75184983,-1.3013397,-1.2291903,-1.096973
304,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3cccc(Cc5cccc(*)c5)c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,231,-1.0788485,-0.4687949,-1.1875165,-1.0209532,-1.041445
307,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3cccc(*)c3)C4=O)cc2C1=O,336,0.58306855,0.696571,0.49479696,0.87924826,0.72900265
313,*N1C(=O)c2cccc(-c3cccc4c3C(=O)N(c3ccc(Oc5ccc(*)cc5)cc3)C4=O)c2C1=O,330,0.37567958,0.43020794,0.28564104,0.60712945,0.56923974
315,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(*)cc5)cc3)C4=O)cc2C1=O,330,0.38451672,0.6927776,0.35391015,0.65705454,0.8979566
316,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3cccc(S(=O)(=O)c5cccc(*)c5)c3)C4=O)cc2C1=O,260,-0.57840055,-0.28837603,-0.7122855,-0.43101493,-0.44449636
317,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(C(c5ccc(*)cc5)(C(F)(F)F)C(F)(F)F)cc3)C4=O)cc2C1=O,267,-0.53663814,0.105773255,-0.6115377,-0.5341872,-0.36447188
318,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3cccc(C(c5cccc(*)c5)(C(F)(F)F)C(F)(F)F)c3)C4=O)cc2C1=O,343,0.75564325,0.542242,0.6018329,0.659456,0.7735603
320,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(*)cc6)c5)cc3)C4=O)cc2C1=O,210,-1.4379905,-1.1235156,-1.5490229,-1.3700175,-1.388602
339,*c1cccc(Oc2cccc(N3C(=O)c4ccc([Si](C)(C)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)c1,228,-1.2865255,-1.2797356,-1.3659209,-1.2615148,-1.2028806
344,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccccc5Oc5ccc(*)cc5)cc3)C4=O)cc2C1=O,272,-0.5534398,-0.33800945,-0.6621321,-0.61322266,-0.45582652
348,*c1cc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)ccc1C,358,0.47309726,0.9089079,0.8254482,1.1681805,1.1011513
349,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(*)c(C(F)(F)F)c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,366,1.1768494,1.0979385,1.0186055,1.2480096,1.1600667
350,*c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,379,1.2594212,1.1959333,1.0321631,1.3072486,1.26701
351,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3cc(C(F)(F)F)c(*)cc3C(F)(F)F)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,365,1.4111189,1.2334934,0.99916184,1.1480889,1.0592887
354,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(*)cc5C(F)(F)F)c(C(F)(F)F)c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,362,1.0222192,0.94935775,0.86427647,0.9385985,0.8504559
355,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(*)c(C(F)(F)F)c5)cc3C(F)(F)F)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,367,1.139038,0.6860764,0.95756197,1.0794376,0.9443723
356,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(*)cc5I)c(I)c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,336,0.56023544,0.8309278,0.3762911,0.58113873,0.69054806
357,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(*)cc5Cl)c(Cl)c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,325,0.40674958,0.64573044,0.28861502,0.39570972,0.5219635
358,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(*)cc5C#N)c(C#N)c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,331,0.512199,0.42510954,-0.10214126,0.8904799,0.56031126
359,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(*)cc5C)c(Br)c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,329,0.47295362,0.6132997,0.34007993,0.42194587,0.55357385
365,*c1c(C)c(C)c(N2C(=O)c3cc4c(cc3C2=O)C(c2ccccc2)(C(F)(F)F)c2cc3c(cc2O4)C(=O)N(*)C3=O)c(C)c1C,394,1.6413463,1.2498101,1.4448893,0.05104899,1.3682067
366,*c1ccc(-c2ccc(-n3c(=O)c4c(C(F)(F)F)c5c(=O)n(*)c(=O)c5c(C(F)(F)F)c4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,304,0.108410604,0.18569916,0.02239398,0.28057557,0.07241862
367,*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5c(C(F)(F)F)c4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,373,1.1781942,1.2419574,1.1012304,1.3316324,1.1583928
369,*n1c(=O)c2c(C(F)(F)F)c3c(=O)n(-c4ccc(-c5ccc(*)cc5C)c(C)c4)c(=O)c3c(C(F)(F)F)c2c1=O,385,0.43213284,0.56864417,0.3305276,0.63876456,0.5377204
370,*n1c(=O)c2cc3c(=O)n(-c4ccc(-c5ccc(*)cc5C)c(C)c4)c(=O)c3c(C(F)(F)F)c2c1=O,373,1.215056,1.4470904,1.033635,1.3170005,1.2954204
371,*n1c(=O)c2cc3c(=O)n(-c4ccc(-c5ccc(*)cc5C)c(C)c4)c(=O)c3cc2c1=O,374,1.3382584,1.5019597,1.1219397,1.5399923,1.2721583
372,*c1ccc(-c2ccc(-c3ccc(-n4c(=O)c5c(C(F)(F)F)c6c(=O)n(*)c(=O)c6c(C(F)(F)F)c5c4=O)cc3)cc2)cc1,364,0.23380944,0.14044482,0.089145474,0.13746388,0.23281774
373,*c1ccc(-c2ccc(-c3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6c(C(F)(F)F)c5c4=O)cc3)cc2)cc1,364,1.0437628,1.1876309,0.89759034,1.1676667,1.2944695
375,*c1cc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc(C(F)(F)F)c1,294,-0.061721195,0.10035928,-0.08577893,0.060788438,0.05524409
376,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3cc(*)cc(C(F)(F)F)c3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,297,0.23828775,0.34443536,-0.11684984,0.05182206,0.007584807
377,*N1C(=O)c2ccc(Cc3ccc4c(c3)C(=O)N(c3cc(*)cc(C(F)(F)F)c3)C4=O)cc2C1=O,274,-0.3749238,0.13905989,0.2221193,-0.1779172,-0.17111959
378,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3cc(*)cc(C(F)(F)F)c3)C4=O)cc2C1=O,329,0.29860574,0.28764176,0.34569153,0.44382206,0.3830709
379,*N1C(=O)c2ccc(C(=O)c3cccc(C(=O)c4ccc5c(c4)C(=O)N(c4cc(*)cc(C(F)(F)F)c4)C5=O)c3)cc2C1=O,253,-0.77217346,-0.44817224,-0.7837048,-0.667332,-0.37365335
381,*c1cc(N2C(=O)c3ccc([Si](C)(C)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc(C(F)(F)F)c1,263,-0.57245976,-0.22519177,-0.764941,-0.41575626,-0.5100549
382,*N1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(c3cc(*)cc(C(F)(F)F)c3)C4=O)cc2C1=O,310,0.21289417,0.45772335,0.15191984,0.27961493,0.19073528
385,*N1C(=O)c2ccc(C(O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(C(c6ccc(Oc7ccc(*)cc7)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc3)C4=O)cc2C1=O,236,-1.2291592,-1.3508698,-1.27901,-1.3781939,-1.1239212
386,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(C(c6ccc(Oc7ccc(*)cc7)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc3)C4=O)cc2C1=O,237,-1.0948126,-1.1289165,-1.249387,-1.204281,-1.2376637
387,*N1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(C(c6ccc(Oc7ccc(*)cc7)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc3)C4=O)cc2C1=O,240,-0.88949585,-0.8086424,-0.96804714,-0.85059726,-1.0011063
390,*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=C)c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,206,-0.7196411,-1.3325666,-1.5920913,-1.7325108,-1.524807
391,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc(*)cc7)cc6)cc5)cc3)C4=O)cc2C1=O,248,-0.8327846,-0.9611512,-1.0099359,-1.0920496,-0.947293
392,*N1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc(*)cc7)cc6)cc5)cc3)C4=O)cc2C1=O,229,-1.093429,-0.92408377,-1.2334551,-1.3083993,-0.9357132
404,*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,363,1.0179809,1.061176,0.94776094,0.96972054,1.1970999
407,*c1ccc(Oc2ccc(N3C(=O)c4ccc([Si](C)(C)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,274,-0.54078835,-0.5833998,-0.6546256,-0.31671923,-0.46328455
408,*N1C(=O)c2ccc(C(O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(*)cc5)cc3)C4=O)cc2C1=O,250,-0.9054094,-0.5747633,-0.9248572,-0.8600794,-0.22282062
409,*c1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)[Si](C)(C)C)cc4C3=O)cc2)cc1,210,-1.5220933,-0.8338954,-1.6026312,-1.4788594,-1.4854093
410,*c1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)[Si](C)(C)O[Si](C)(C)O[SiH](C)C)cc4C3=O)cc2)cc1,167,-1.5209548,-1.2972634,-1.6003308,-1.6633817,-1.7855787
411,*c1cccc(C(O)c2cccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)c1,267,-0.30804688,-0.4176924,-0.53765595,-0.72814476,-0.64348626
412,*c1cccc(C(O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C)c2cccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)c1,235,-1.001218,-1.0780001,-1.1424463,-1.3618093,-1.3645226
413,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(C(O)c5cccc(*)c5)c3)C4=O)cc2C1=O,262,-0.5815241,-0.62050825,-0.7055714,-1.0085396,-0.83745176
414,*c1cccc(C(O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C)c2cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)c1,211,-1.2402207,-1.2553844,-1.2900224,-1.5618488,-1.5955702
415,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3cccc(C(O)c5cccc(*)c5)c3)C4=O)(C(F)F)C(F)(F)F)cc2C1=O,252,-0.695468,-0.4474706,-0.9116528,-0.8451722,-0.7970751
416,*c1cccc(C(O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C)c2cccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)c1,219,-1.2471611,-1.150574,-1.5161844,-1.5611801,-1.5969772
417,*c1cc(Oc2c(C)cc(-c3cc(C)c(Oc4cc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc(C(F)(F)F)c4)c(C)c3)cc2C)cc(C(F)(F)F)c1,245,-0.76922643,-1.0064855,-1.0154879,-1.1897479,-1.0978646
418,*c1cc(Oc2c(C)cc(-c3cc(C)c(Oc4cc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc(C(F)(F)F)c4)c(C)c3)cc2C)cc(C(F)(F)F)c1,217,-1.2439948,-1.285365,-1.3550196,-1.5365989,-1.1643417
419,*c1cc(Oc2c(C)cc(-c3cc(C)c(Oc4cc(N5C(=O)c6ccc(Oc7ccc(-c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)cc7)cc6C5=O)cc(C(F)(F)F)c4)c(C)c3)cc2C)cc(C(F)(F)F)c1,226,-1.3751361,-1.431123,-1.465919,-1.6509758,-1.3226447
420,*c1cc(Oc2c(C)cc(-c3cc(C)c(Oc4cc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc(C(F)(F)F)c4)c(C)c3)cc2C)cc(C(F)(F)F)c1,269,-0.19535303,-0.31595004,-0.30758777,-0.37393567,-0.41722587
421,*c1cc(Oc2c(C)cc(-c3cc(C)c(Oc4cc(N5C(=O)c6ccc(Oc7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6C5=O)cc(C(F)(F)F)c4)c(C)c3)cc2C)cc(C(F)(F)F)c1,222,-1.3592293,-1.4978966,-1.5853364,-1.6773251,-1.4484906
430,*N1C(=O)c2ccc(P(=O)(c3ccccc3)c3ccc4c(c3)C(=O)N(c3ccc(*)c(C(F)(F)F)c3)C4=O)cc2C1=O,317,0.271427,0.532277,0.20374253,0.45580363,0.454023
433,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(OCCCCOc5ccc(*)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,169,-1.5780016,-1.4298123,-1.8239248,-0.79928243,-1.745314
434,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(OCCCCCCOc5ccc(*)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,167,-2.1144319,-1.80564,-2.2310474,-0.9968971,-2.2916434
435,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(OCCCCCCCCCCOc5ccc(*)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,143,-2.364813,-2.156109,-2.5471125,-1.54147,-2.726878
436,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(OCCOOc5ccc(*)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,254,-0.8976148,-1.015921,-0.81204176,-1.66214,-1.0869231
437,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(OCCOCCOOc5ccc(*)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,177.5,-1.955789,-1.8688571,-2.0884066,-2.2646058,-2.011388
438,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(OCCOCCOCCOOc5ccc(*)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,172.5,-2.2523575,-2.2314744,-2.4589257,-2.5444784,-2.3915036
439,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(OCCOCCOCCOCCOOc5ccc(*)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,137.5,-2.5297077,-2.5295925,-2.725225,-2.8101406,-2.7419574
448,*n1c(=O)c2cc3c(=O)n(-c4ccc(Oc5ccc6c(c5)C(C)(C)CC5(Cc7ccc(Oc8ccc(*)cc8)cc7C(C)(C)C5)C6)cc4)c(=O)c3cc2c1=O,248,-0.84954774,-0.83775026,-1.1062397,-0.9274796,-1.1781843
449,*N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc6c(c5)C(C)(C)CC5(Cc7ccc(Oc8ccc(*)cc8)cc7C(C)(C)C5)C6)cc3)C4=O)cc2C1=O,256,-0.81696856,-0.9806534,-0.98891896,-0.88687646,-0.897747
450,*N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc6c(c5)C(C)(C)CC5(Cc7ccc(Oc8ccc(*)cc8)cc7C(C)(C)C5)C6)cc3)C4=O)cc2C1=O,240,-1.0486448,-1.237342,-1.2536942,-1.0806584,-1.1580333
451,*N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc6c(c5)C(C)(C)CC5(Cc7ccc(Oc8ccc(*)cc8)cc7C(C)(C)C5)C6)cc3)C4=O)cc2C1=O,236,-1.0122213,-0.8999646,-1.2147765,-1.0948589,-1.0832186
452,*N1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc6c(c5)C(C)(C)CC5(Cc7ccc(Oc8ccc(*)cc8)cc7C(C)(C)C5)C6)cc3)C4=O)cc2C1=O,256,-0.79523325,-0.8080284,-0.9601759,-0.8674646,-0.900213
453,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc6c(c5)C(C)(C)CC5(Cc7ccc(Oc8ccc(*)cc8)cc7C(C)(C)C5)C6)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,240,-1.1136036,-1.0417788,-1.280532,-1.0679919,-1.1708442
454,*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc5c(c3)C3(c6ccccc6-c6ccc(*)cc63)c3ccccc3-5)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,360,0.9441435,1.0594549,0.77748436,1.3776317,0.89138263
